dataset_name,subject_id,administration_id,age,n_trials,n_trials_rt,rt_var,log_rt_var,short_window_acc_var,long_window_acc_var,short_window_accuracy,long_window_accuracy,short_window_prop_data,long_window_prop_data,short_window_target,long_window_target,short_window_distractor,long_window_distractor,short_window_elogit,long_window_elogit,rt,log_rt,prod,comp,log_age
adams_marchman_2018,388,470,23,17,5,242.7704677262043,0.22421271362916112,0.3286084203876311,0.27349303394639785,0.7091638163469388,0.7712965325989446,0.9501633986928104,0.8189075630252101,48.94117647058823,89.29411764705883,19.470588235294116,25.352941176470587,1.8406159221447684,2.5096946888455753,985,6.871229333127294,0.6985294117647058,,3.1354942159291497
adams_marchman_2018,388,471,24,10,4,1413.9741570009924,0.8077409908927223,0.3833412917598206,0.3277444481038035,0.7434411658148073,0.8342797016730498,0.9659090909090909,0.8662337662337662,52.18181818181818,97.63636363636364,17.363636363636363,23.636363636363637,2.3472533364494774,3.7551147160953406,1631.25,7.138878591247588,0.6985294117647058,,3.1780538303479458
adams_marchman_2018,389,472,15,32,18,308.40619170984115,0.33310076047503756,0.1968723271536323,0.162184329215373,0.6448690598214716,0.6138668920784218,0.8993055555555556,0.8641098484848485,42.0625,69.625,22.6875,44.4375,0.8029596429309914,0.5419837200276212,919.4444444444445,6.771679886711694,,0.4166666666666667,2.70805020110221
adams_marchman_2018,389,473,16,31,12,148.66833128569354,0.2334604944840141,0.199823633702224,0.20301694812987697,0.5923734420288592,0.5897274661647546,0.8654513888888888,0.8186553030303031,37,64.5,25.3125,43.5625,0.5167317980799472,0.6532693713868197,712.5,6.545746451760678,,0.4166666666666667,2.772588722239781
adams_marchman_2018,389,474,19,28,12,97.19065143969726,0.16631987595836187,0.23095877191885203,0.24084991554583554,0.7146295464554593,0.6260635913081217,0.9013888888888889,0.8103535353535354,46.93333333333333,67.6,17.966666666666665,39.36666666666667,1.3945713257611925,0.9463144172680147,606.25,6.395025208148163,,0.5656565656565656,2.9444389791664403
adams_marchman_2018,389,475,19,26,14,95.57518184453214,0.15113601876486757,0.17971695705609403,0.24128391825320622,0.6960177017099777,0.6511024071476539,0.8402777777777778,0.717929292929293,42.5,60.63333333333333,18,34.13333333333333,1.1099500571544993,0.9740837336840111,625,6.427083866304204,,0.5656565656565656,2.9444389791664403
adams_marchman_2018,389,476,22,18,7,77.72815877574013,0.1146497092633933,0.24379141622772393,0.2527781345485408,0.7007739333747178,0.724204086199981,0.8734567901234568,0.7587301587301587,45.05555555555556,77.66666666666666,17.833333333333332,28.555555555555557,1.37525699364605,1.891916506705839,650,6.4711829272114985,0.3897058823529412,,3.091042453358316
adams_marchman_2018,389,477,22,13,8,105.22085616183026,0.20240966705403787,0.11924027469150017,0.11501908444293077,0.824619753524608,0.8900111084502339,0.9087301587301587,0.7846938775510204,54.214285714285715,97.14285714285714,11.214285714285714,12.714285714285714,1.8857721489841779,3.09836103424556,562.5,6.315415706990275,0.3897058823529412,,3.091042453358316
adams_marchman_2018,389,478,24,18,8,268.07431672152836,0.3343749662646764,0.2556634023667696,0.3547353286488617,0.7458671110310454,0.6304823212217893,0.9382716049382716,0.875,50.388888888888886,77.33333333333333,17.166666666666668,45.166666666666664,1.8409451622818152,1.3556230633750326,696.875,6.493192053950581,0.6411764705882353,,3.1780538303479458
adams_marchman_2018,389,479,24,12,1,,,0.2916812666326624,0.2808607306787493,0.7956043391253703,0.6790647064803179,0.8958333333333334,0.8505952380952381,51.5,83.08333333333333,13,36,2.86427814236572,1.9130975629841107,,,0.6411764705882353,,3.1780538303479458
